English	Catalan
another	altre
bad	dolent
basic	basilar
beautiful	preciós
better	millor
big	gran, gros
clean	net
cold	fred
correct	correcte, just
dark	obscur
difficult	dur
dirty	desendreçat
fast	prompte, ràpid
good	bon
great	gran
happy	feliç
healthy	sa
high	alt
light	lleuger
long	llarg
near	a la vora de, al costat de
new	nou
nice	bonic
real	ver, veritable
right	correcte, just
sharp	esmolat
similar	semblant, similar
slow	lent
soft	bla
strong	fort
weak	feble
acid	àcid
after	darrera de, després de
all	tot
any	alguna mena de, una mena de
bitter	amarg
both	ambdós
bright	clar, nítid
cheap	barat
clear	clar
closed	tancat
common	comú
down	sota
dry	sec
early	aviat, d'hora
easy	fàcil
economic	econòmic
economic	econòmic
equal	igual
even	llis
excellent	excel-lent
false	fals
fat	gruixut
fat	gras
firm	robust
flat	pla
foreign	aliè, estranger
former	anterior
free	desocupat, franc
fresh	fresc, recent
full	ple
general	general
industrial	industrial
international	internacional
legal	legal
liquid	fluid
local	local
loud	alt, fort de so
low	baix
lucky	feliç
main	major
major	cabdal, principal
many	molts
military	militar
modern	modern
more	més
much	molt
natural	natural
necessary	necessari
next	proper, pròxim
no	cap, ningú
normal	normal
on	sobre
original	original
other	altre
parallel	paraŀlel
physical	físic
poor	pobre
popular	popular
present	present
private	particular, privat
probable	possible
ready	llest
rigid	rígid
round	rodó
safe	segur
separate	a part, apartat
serious	seriós
silent	silenciós
simple	simple
smooth	llis
solid	robust
sparse	prim
special	especial
square	quadrat
squeamish	delicat, exquisit
straight	dret
stylish	elegant
sudden	sobtat
sweet	dolç
thick	gruixut
thin	prim
ugly	lleig
under	sota de
unusual	original
various	divers
warm	calent, càlid
wide	ample, folgat