English	Serbian
United Nations Children's Fund	Уницеф
United States	Сједињене Америчке Државе
United States	Категорија:Сједињене Америчке Државе
United States Congress	Конгрес Сједињених Америчких Држава
United States Constitution	Устав Сједињених Америчких Држава
United States Senate	Сенат Сједињених Америчких Држава
United States Virgin Islands	Америчка Девичанска острва
United States dollar	Амерички долар
Universe	Свемир
University of Pennsylvania	Универзитет у Пенсилванији
Unix	Уникс
Unix	Категорија:Уникс
Ununbium	Унунбијум
Ununhexium	Унунхексијум
Ununpentium	Унунпентијум
Ununquadium	Унунквадијум
Ununtrium	Унунтријум
Uppsala	Упсала
Ur	Ур
Uracil	Урацил
Ural Mountains	Урал (планина)
Urania	Уранија
Uranium	Уранијум
Uranus	Уран (планета)
Uranus (mythology)	Уран (митологија)
Urdu	Урду
Uruguay	Уругвај
Uruguay	Категорија:Уругвај
Utah	Јута (држава)
Uterus	Материца
Utilitarianism	Утилитаризам
Utopia	Утопија
Utrecht (city)	Утрехт
Uttar Pradesh	Утар Прадеш
Uzbekistan	Узбекистан
Uzbekistan	Категорија:Узбекистан
Vacuole	Вакуола
Vacuum	Вакуум
Vacuum tube	Електронска цев
Vaduz	Вадуц
Vagina	Вагина
Valencia	Валенсија
Valentina Tereshkova	Валентина Терешкова
Valkyrie	Валкире
Valletta	Валета
Vampire	Вампир
Vanadium	Ванадијум
Vancouver	Ванкувер
Vandalism	Вандализам
Vanuatu	Вануату
Var (department)	Вар (департман)
Varna	Варна
Vatican City	Ватикан
Vatican City	Категорија:Ватикан
Vector (spatial)	Вектор
Vegetable	Поврће
Vegetarianism	Vegetarijanstvo
Veneto	Венето
Venezuela	Венецуела
Venezuela	Категорија:Венецуела
Venice	Венеција
Venus	Венера (планета)
Venus (disambiguation)	Венера
Venus (mythology)	Венера (митологија)
Verb	Глаголи
Vermont	Вермонт
Verona	Верона
Versailles	Версај
Vertebrate	Кичмењаци
Vespasian	Веспазијан
Veto	Вето
Victor Hugo	Виктор Иго
Victoria	Викторија (Сејшели)
Victoria	Викторија (град)
Victoria	Викторија
Victoria (Australia)	Викторија (Аустралија)
Victoria Falls	Викторијини водопади
Video	Видео
Video game	Рачунарска игра
Vienna	Беч
Vienna	Категорија:Беч
Vienne	Вијен (департман)
Vientiane	Вијентијан
Vietnam	Вијетнам
Vietnam	Категорија:Вијетнам
Vietnam War	Вијетнамски рат
Vietnam War	Категорија:Вијетнамски рат
Viking	Викинзи
Vilfredo Pareto	Вилфредо Парето
Village	Село
Vilnius	Виљњус
Vincent van Gogh	Винсент ван Гог
Vincenzo Bellini	Винћенцо Белини
Viola	Виола
Violence	Насиље
Violin	Виолина
Virgil	Вергилије
Virgin Islands	Девичанска острва
Virginia	Вирџинија
Virginia Woolf	Вирџинија Вулф
Virtual reality	Виртуелна стварност
Virtue	Врлина
Virus	Вирус
Vishnu	Вишну
Vistula	Висла
Vitamin	Vitamini
Vitamin A	Ретинол
Vitamin B6	Витамин Б6
Vitamin C	Витамин Ц
Vitamin K	Нафтокинон
Vitus Bering	Витус Беринг
Vivien Leigh	Вивијен Ли
Vladimir Lenin	Владимир Иљич Уљанов Лењин
Vladimir Nabokov	Владимир Набоков
Vladimir Putin	Владимир Путин
Vladivostok	Владивосток
Vocative case	Вокатив
Vodka	Вотка
Volcano	Вулкан
Volcanology	Категорија:Вулканологија
Volga River	Волга (река)
Volgograd	Волгоград
Volleyball	Одбојка
Volleyball	Категорија:Одбојка
Volt	Волт
Voltage	Електрични напон
Voltaire	Volter
Vomiting	Повраћање
Voodoo	Вуду
Vulcan (mythology)	Вулкан (митологија)
Vulgar Latin	Вулгарни латински
Vulgate	Вулгата
Vulva	Vulva
Wahhabism	Вехабизам
Wake Island	Вејк
Wales	Велс
Wales	Категорија:Велс
Walnut	Orah
Walrus	Морж
Walt Disney	Волт Дизни
Walt Whitman	Волт Витмен
Walter Gropius	Валтер Гропијус
Walter Scott	Волтер Скот
War	Рат
War	Категорија:Ратови
War crime	Ратни злочини
War of the Spanish Succession	Рат за шпанско наслеђе
Wars of the Roses	Ратови ружа
Warsaw	Варшава
Washington	Вашингтон (град)
Washington	Вашингтон (држава)
Washington (disambiguation)	Вашингтон
Wassily Kandinsky	Василиј Васиљевич Кандински
Waste	Отпад
Water	Вода
Water	Категорија:Вода
Water polo	Ватерполо
Waterfall	Водопад
Watermelon	Лубеница
Watt	Ват
Wave	Талас (физика)
Wavelength	Таласна дужина
Wax	Восак
Weapon	Оружје
Web browser	Браузер
Weber (unit)	Вебер (јединица)
Wednesday	Среда
Week	Седмица
Weight	Тежина
Weightlifting	Дизање тегова
Weimar	Вајмар
Weimar Republic	Вајмарска Република
Welding	Заваривање
Wellington	Велингтон
Werewolf	Вукодлак
Wernher von Braun	Вернер фон Браун
West	Запад
West Africa	Западна Африка
West Bank	Западна обала
West Bengal	Западни Бенгал
West Berlin	Западни Берлин
West Germany	Западна Немачка
West Virginia	Западна Вирџинија
Western Australia	Западна Аустралија
Western Roman Empire	Западно римско царство
Western Sahara	Западна Сахара
Western Sahara	Категорија:Западна Сахара
Wheat	Пшеница
Wheel	Точак
Whisky	Виски
White House	Бела кућа
White Sea	Бело море
White blood cell	Бела крвна зрнца
White dwarf	Beli patuljak
Whitehorse	Вајтхорс
Wicca	Vika
Wiesbaden	Висбаден
Wildcat	Дивља мачка
Will (law)	Тестамент
William Blake	Вилијам Блејк
William Butler Yeats	Вилијам Батлер Јејтс
William Faulkner	Вилијам Фокнер
William Herschel	Вилхелм Хершел
William Howard Taft	Вилијам Хауард Тафт
William II	Вилхелм II Немачки
William McKinley	Вилијам Макинли
William Rowan Hamilton	Вилијам Роуан Хамилтон
William Shakespeare	Вилијам Шекспир
William of Ockham	Вилијам Окамски
Willow	Врба
Willy Brandt	Вили Брант
Windhoek	Виндхук
Windmill	Вјетрењача
Window	Прозор
Wine	Вино
Winnipeg	Винипег (град)
Winston Churchill	Винстон Черчил
Winter	Зима
Winter Olympic Games	Зимске олимпијске игре
Winter Olympic Games	Категорија:Зимске олимпијске игре
Wisconsin	Висконсин
Wolfgang Amadeus Mozart	Волфганг Амадеус Моцарт
Wolfgang Pauli	Волфганг Паули
Woman	Жена
Woodrow Wilson	Вудро Вилсон
Woodwind instrument	Дрвени дувачки инструменти
Woody Allen	Вуди Ален
Word	Реч
Word processor	Текст процесор
World Bank	Светска банка
World Health Organization	Светска здравствена организација
World Trade Center	Светски трговински центар
World Trade Organization	Светска трговинска организација
World War I	Први светски рат
World War I	Категорија:Први светски рат
World War II	Други светски рат
World War II	Категорија:Други светски рат
World Wide Web	WWW
Wormhole	Црвоточина
Writer	Писац
Wuhan	Вухан
Wyoming	Вајоминг
X-ray	Рентгенски зраци
Xenon	Ксенон
Xenophanes	Ксенофан
Xenophobia	Ксенофобија
Xenophon	Ксенофонт
Xylophone	Ксилофон
Yakuza	Јакузе
Yangon	Рангун
Yangtze River	Јангцекјанг
Yard	Јард
Yasser Arafat	Јасер Арафат
Year	Година
Yellow	Жута боја
Yellow River	Хоангхо
Yellow Sea	Жуто море
Yellowstone National Park	Јелоустоун
Yemen	Јемен
Yemen	Категорија:Јемен
Yenisei River	Јенисеј
Yerevan	Јереван
Yeti	Јети
Yoga	Joga
Yoghurt	Јогурт
Yokohama	Јокохама
Yom Kippur	Јом кипур
Yom Kippur War	Јом Кипурски рат
York	Јорк
Ytterbium	Итербијум
Yttrium	Итријум
Yugoslavia	Југославија
Yugoslavia	Категорија:Југославија
Yukon	Јукон
Yuri Gagarin	Јуриј Гагарин
Zachary Taylor	Закари Тејлор
Zagreb	Загреб
Zambezi	Замбези
Zambia	Замбија
Zambia	Категорија:Замбија
Zaragoza	Сарагоса
Zebra	Зебра
Zen	Зен
Zenith	Зенит
Zeno (emperor)	Зенон (цар)
Zeno of Citium	Zenon iz Kitijuma
Zeno of Elea	Зенон из Елеје
Zeus	Зевс
Zeus (disambiguation)	Зевс
Ziggurat	Зигурат
Zimbabwe	Зимбабве
Zimbabwe	Категорија:Зимбабве
Zinc	Цинк
Zionism	Ционизам
Zirconium	Цирконијум
Zodiac	Зодијак
Zombie	Зомби
Zoo	Zoološki vrt
Zoology	Зоологија
Zoology	Категорија:Зоологија
Zoroaster	Заратуштра
