Croatian	English
Transseksualnost	Transsexualism
Transilvanija	Transylvania
Trapez (geometrija)	Trapezoid
Međunarodni ugovor	Treaty
Versajski ugovor	Treaty of Versailles
Stablo	Tree
Trokut	Triangle
Trokut (zviježđe)	Triangulum
Južni trokut	Triangulum Australe
Trijas	Triassic
Pritoka	Tributary
Triceratops	Triceratops
Trier	Trier
Trigonometrija	Trigonometry
Trilobiti	Trilobite
Trilogija	Trilogy
Trinidad i Tobago	Trinidad and Tobago
Kategorija:Trinidad i Tobago	Trinidad and Tobago
Trinitrotoluen	Trinitrotoluene
Trojstvo (nauk)	Trinity
Tripoli	Tripoli
Tricij	Tritium
Triton (mjesec)	Triton (moon)
Triton (mitologija)	Triton (mythology)
Slavoluk	Triumphal arch
Trojanski rat	Trojan War
Trojanski konj (softver)	Trojan horse (computing)
Internetski trol	Troll (Internet)
Trolejbus	Trolleybus
Trombon	Trombone
Rakova obratnica	Tropic of Cancer
Jarčeva obratnica	Tropic of Capricorn
Tropi	Tropics
Troposfera	Troposphere
Troja	Troy
Kamion	Truck
Trumanova doktrina	Truman Doctrine
Truba	Trumpet
Istina	Truth
Trygve Lie	Trygve Lie
Triptofan	Tryptophan
Cunami	Tsunami
Tuba	Tuba
Gomoljače	Tuber (genus)
Tuberkuloza	Tuberculosis
Tukan (zviježđe)	Tucana
Tucson, Arizona	Tucson
Utorak	Tuesday
Volfram	Tungsten
Plaštenjaci	Tunicate
Tunis (grad)	Tunis
Tunis	Tunisia
Kategorija:Tunis	Tunisia
Tunel	Tunnel
Torino	Turin
Turingov stroj	Turing machine
Turska	Turkey
Kategorija:Turska	Turkey
Turkmenistan	Turkmenistan
Kategorija:Turkmenistan	Turkmenistan
Kornjače	Turtle
Toskana	Tuscany
Tuvalu	Tuvalu
Kategorija:Tuvalu	Tuvalu
Tux	Tux
Tycho Brahe	Tycho Brahe
Tifon	Typhon
Tiranosaur	Tyrannosaurus
Tir	Tyre
Tirensko more	Tyrrhenian Sea
U	U
UNESCO	UNESCO
Ufa	Ufa
Uganda	Uganda
Kategorija:Uganda	Uganda
Ukrajina	Ukraine
Kategorija:Ukrajina	Ukraine
Ulan Bator	Ulan Bator
Ultrazvuk	Ultrasound
Ultraljubičasto zračenje	Ultraviolet
Ulysses S. Grant	Ulysses S. Grant
Umbrija	Umbria
Nezaposlenost	Unemployment
Jednorog	Unicorn
NLO	Unidentified flying object
URL	Uniform Resource Locator
Ujedinjeni Arapski Emirati	United Arab Emirates
Kategorija:Ujedinjeni Arapski Emirati	United Arab Emirates
Ujedinjena Arapska Republika	United Arab Republic
Ujedinjeno Kraljevstvo	United Kingdom
Kategorija:Ujedinjeno Kraljevstvo	United Kingdom
Ujedinjeni narodi	United Nations
Kategorija:Ujedinjeni narodi	United Nations
UNICEF	United Nations Children's Fund
Sjedinjene Američke Države	United States
Kategorija:SAD	United States
Ratno zrakoplovstvo SAD-a	United States Air Force
Kongres Sjedinjenih Američkih Država	United States Congress
Vojna akademija West Point	United States Military Academy
Ratna mornarica SAD-a	United States Navy
Senat SAD	United States Senate
Američki Djevičanski otoci	United States Virgin Islands
Američki dolar	United States dollar
Svemir	Universe
Sveučilište	University
UNIX	Unix
Ununbij	Ununbium
Ununheksij	Ununhexium
Ununpentij	Ununpentium
Ununkvadij	Ununquadium
Ununtrij	Ununtrium
Uppsala	Uppsala
Ipsilon	Upsilon
Ural (gorje)	Ural Mountains
Uranija	Urania
Uranij	Uranium
Uran (planet)	Uranus
Kategorija:Uran	Uranus
Uran (mitologija)	Uranus (mythology)
Veliki medvjed	Ursa Major
Mali medvjed	Ursa Minor
Urugvaj	Uruguay
Kategorija:Urugvaj	Uruguay
Utah	Utah
Kategorija:Utah	Utah
Maternica	Uterus
Utilitarizam	Utilitarianism
Uzbekistan	Uzbekistan
Kategorija:Uzbekistan	Uzbekistan
V	V
Vakuole	Vacuole
Vakuum	Vacuum
Elektronska cijev	Vacuum tube
Vaduz	Vaduz
Vagina	Vagina
Valencia	Valencia
Valencia (razdvojba)	Valencia
Valentina Terješkova	Valentina Tereshkova
Valentinovo	Valentine's Day
Valhala	Valhalla
Valkire	Valkyrie
Valletta	Valletta
Vampir	Vampire
Vanadij	Vanadium
Vancouver	Vancouver
Vanuatu	Vanuatu
Kategorija:Vanuatu	Vanuatu
Varna	Varna
Vatikan	Vatican City
Kategorija:Vatikan	Vatican City
Vektor	Vector (spatial)
Vega	Vega
Povrće	Vegetable
Vegetarijanska prehrana	Vegetarianism
Vena	Vein
Jedro (zviježđe)	Vela (constellation)
Veneto	Veneto
Venezuela	Venezuela
Kategorija:Venezuela	Venezuela
Venecija	Venice
Venera (planet)	Venus
Venera	Venus (disambiguation)
Venera (mitologija)	Venus (mythology)
Glagoli	Verb
Vermont	Vermont
Kategorija:Vermont	Vermont
Verona	Verona
Versailles	Versailles
Kralježnica	Vertebral column
Kralježnjaci	Vertebrate
Vespazijan	Vespasian
Victor Hugo	Victor Hugo
Victoria, Sejšeli	Victoria
Victoria (Kanada)	Victoria
Victoria	Victoria
Victoria (Australija)	Victoria (Australia)
Video	Video
Beč	Vienna
Kategorija:Beč	Vienna
Vientiane	Vientiane
Vijetnam	Vietnam
Kategorija:Vijetnam	Vietnam
Vijetnamski rat	Vietnam War
Vikinzi	Viking
Selo	Village
Vilnius	Vilnius
Vincent van Gogh	Vincent van Gogh
Vincenzo Bellini	Vincenzo Bellini
Viola	Viola
Nasilje	Violence
Violina	Violin
Publije Vergilije Maron	Virgil
Djevičanski otoci	Virgin Islands
Virginia	Virginia
Kategorija:Virginia	Virginia
Virginia Woolf	Virginia Woolf
Djevica (zviježđe)	Virgo (constellation)
Vrlina	Virtue
Virusi (biologija)	Virus
Viskoznost	Viscosity
Višnu	Vishnu
Visla	Vistula
Vitamini	Vitamin
Vitamin A	Vitamin A
Vitamin B6	Vitamin B6
Vitamin C	Vitamin C
Vitamin D	Vitamin D
Vitamin K	Vitamin K
Vittorio De Sica	Vittorio De Sica
Vivien Leigh	Vivien Leigh
Vladimir Lenjin	Vladimir Lenin
Vladimir Nabokov	Vladimir Nabokov
Vladimir Putin	Vladimir Putin
Vladivostok	Vladivostok
Vokativ	Vocative case
Vodka	Vodka
Leteća riba (zviježđe)	Volans
Vulkan	Volcano
Volga	Volga River
Volgograd	Volgograd
Odbojka	Volleyball
Kategorija:Odbojka	Volleyball
Volt	Volt
Napon	Voltage
Voltaire	Voltaire
Obujam	Volume
Povraćanje	Vomiting
Vudu	Voodoo
Samoglasnik	Vowel
Vulgarni latinski jezik	Vulgar Latin
Lisica (zviježđe)	Vulpecula
Stidnica	Vulva
W	W
William Somerset Maugham	W. Somerset Maugham
WYSIWYG	WYSIWYG
Wales	Wales
Kategorija:Wales	Wales
Orah	Walnut
Morževi	Walrus
Walt Disney	Walt Disney
Walt Whitman	Walt Whitman
Walter Gropius	Walter Gropius
Walter Scott	Walter Scott
Rat	War
Kategorija:Ratovi	War
Ratovi dviju ruža	Wars of the Roses
Varšava	Warsaw
Washington, District of Columbia	Washington
Washington (savezna država)	Washington
Kategorija:Washington (savezna država)	Washington
Washington	Washington (disambiguation)
Vasilij Kandinski	Wassily Kandinsky
Otpad	Waste
Voda	Water
Vaterpolo	Water polo
Watergate	Watergate scandal
Lubenica	Watermelon
Vat	Watt
Vatsat	Watt-hour
Val	Wave
Slaba nuklearna sila	Weak interaction
Oružje	Weapon
Vrijeme (klima)	Weather
Web preglednik	Web browser
Veber	Weber (unit)
Srijeda	Wednesday
Tjedan	Week
Težina	Weight
Dizanje utega	Weightlifting
Weimar	Weimar
Weimarska Republika	Weimar Republic
Wellington	Wellington
Vukodlak	Werewolf
Wernher von Braun	Wernher von Braun
Weser	Weser River
Zapad	West
Zapadna Afrika	West Africa
Zapadna Njemačka	West Germany
Zapadna Virginia	West Virginia
Kategorija:Zapadna Virginia	West Virginia
Zapadna Australija	Western Australia
Zapadno Rimsko Carstvo	Western Roman Empire
Zapadna Sahara	Western Sahara
Kategorija:Zapadna Sahara	Western Sahara
Westminsterska opatija	Westminster Abbey
Pšenica	Wheat
Kotač	Wheel
Viski	Whisky
Bijela kuća	White House
Bijelo more	White Sea
Leukociti	White blood cell
Bijeli patuljak	White dwarf
Wicca	Wicca
WAN	Wide area network
Wiesbaden	Wiesbaden
Divlja mačka	Wildcat
Wilhelm Ostwald	Wilhelm Ostwald
Oporuka	Will (law)
William Blake	William Blake
William Butler Yeats	William Butler Yeats
William Faulkner	William Faulkner
William Golding	William Golding
William Harvey	William Harvey
William Henry Harrison	William Henry Harrison
William Herschel	William Herschel
William Howard Taft	William Howard Taft
Vilim II.	William II
William James	William James
William McKinley	William McKinley
William Shakespeare	William Shakespeare
William Bradford Shockley	William Shockley
William Wordsworth	William Wordsworth
William Occam	William of Ockham
Vrbe	Willow
Willy Brandt	Willy Brandt
Windhoek	Windhoek
Vjetrenjača	Windmill
Vino	Wine
Kategorija:Vino	Wine
Winston Churchill	Winston Churchill
Zima	Winter
Zimske olimpijske igre	Winter Olympic Games
Kategorija:Zimske olimpijske igre	Winter Olympic Games
Wisconsin	Wisconsin
Kategorija:Wisconsin	Wisconsin
Wolfgang Amadeus Mozart	Wolfgang Amadeus Mozart
Wolfgang Pauli	Wolfgang Pauli
Žena	Woman
Drvo (materijal)	Wood
Woodrow Wilson	Woodrow Wilson
Drveni puhački instrumenti	Woodwind instrument
Woody Allen	Woody Allen
Riječ	Word
Program za obradu riječi	Word processor
Svijet	World
Svjetska zdravstvena organizacija	World Health Organization
Svjetska meteorološka organizacija	World Meteorological Organization
Svjetski trgovački centar	World Trade Center
Svjetska trgovinska organizacija	World Trade Organization
Prvi svjetski rat	World War I
Kategorija:Prvi svjetski rat	World War I
Drugi svjetski rat	World War II
Kategorija:Drugi svjetski rat	World War II
World Wide Web	World Wide Web
Kategorija:World Wide Web	World Wide Web
Crvi	Worm
Wyoming	Wyoming
Kategorija:Wyoming	Wyoming
X	X
X-zrake	X-ray
Xenarthra	Xenarthra
Ksenon	Xenon
Ksenofan	Xenophanes
Ksenofobija	Xenophobia
Ksi	Xi
Y	Y
Sveučilište Yale	Yale University
Konferencija u Jalti	Yalta Conference
Yangon	Yangon
Jangce	Yangtze River
Jard	Yard
Jaser Arafat	Yasser Arafat
Godina	Year
Kategorija:Godine	Years
Žuta	Yellow
Žuto more	Yellow Sea
Nacionalni park Yellowstone	Yellowstone National Park
Jemen	Yemen
Kategorija:Jemen	Yemen
Erevan	Yerevan
Jeti	Yeti
Igdrasil	Yggdrasil
Yo-yo	Yo-yo
Joga	Yoga
Jogurt	Yoghurt
Yom Kippur	Yom Kippur
Jomkipurski rat	Yom Kippur War
Nacionalni park Yosemite	Yosemite National Park
Iterbij	Ytterbium
Itrij	Yttrium
Dinastija Yuan	Yuan Dynasty
Jugoslavija	Yugoslavia
Kategorija:Jugoslavija	Yugoslavia
Jurij Gagarin	Yuri Gagarin
Z	Z
Zachary Taylor	Zachary Taylor
Zagreb	Zagreb
Zambezi	Zambezi
Zambija	Zambia
Kategorija:Zambija	Zambia
Zaragoza	Zaragoza
Zeland	Zealand
Zen	Zen
Zenit	Zenith
Zenon, bizantski car	Zeno (emperor)
Zenon iz Eleje	Zeno of Elea
Zeus	Zeus
Zeus	Zeus (disambiguation)
Zigurat	Ziggurat
Zimbabve	Zimbabwe
Kategorija:Zimbabve	Zimbabwe
Cink	Zinc
Cionizam	Zionism
Cirkonij	Zirconium
Zodijak	Zodiac
Zoološki vrt	Zoo
Zoologija	Zoology
Kategorija:Zoologija	Zoology
Zoroastrizam	Zoroastrianism
Zulu	Zulu
