Danish	English
Hotel	Hotel
Time (enhed)	Hour
Timeglas	Hourglass
Hus	House
Lys husmus	House Mouse
Gråspurv	House Sparrow
Houston	Houston
Howard Carter	Howard Carter (archaeologist)
Hubbles lov	Hubble's law
Hudsonbugten	Hudson Bay
Hudson River	Hudson River
Hugo Grotius	Hugo Grotius
Huguenot	Huguenot
Menneske	Human
Humanisme	Humanism
Kategori:Humaniora	Humanities
Humerus	Humerus
Luftfugtighed	Humidity
Kolibrier	Hummingbird
Kategori:Humor	Humor
Humor	Humour
Pukkelhval	Humpback Whale
Humphrey Bogart	Humphrey Bogart
Humus	Humus
Hunan	Hunan
Hundredårskrigen	Hundred Years' War
Ungarn	Hungary
Kategori:Ungarn	Hungary
Sult	Hunger
Jagt	Hunting
Hutu	Hutu
Krydsning	Hybrid
Hyderabad	Hyderabad
Søslangen	Hydra (constellation)
Kulbrinte	Hydrocarbon
Saltsyre	Hydrochloric acid
Vandkraft	Hydroelectricity
Brint	Hydrogen
Hydrogenbinding	Hydrogen bond
Blåsyre	Hydrogen cyanide
Hydrogenperoxid	Hydrogen peroxide
Hydrologi	Hydrology
Kategori:Hydrologi	Hydrology
Hydrolyse	Hydrolysis
Hydrosfære	Hydrosphere
Hydroxid	Hydroxide
Lille Søslange	Hydrus
Hyæner	Hyena
Kategori:Hygiejne	Hygiene
Jomfruhinde	Hymen
Hymne	Hymn
Hyperbel	Hyperbola
Hyperion (måne)	Hyperion (moon)
Hyperion (mytologi)	Hyperion (mythology)
Hypertekst	Hypertext
HTTP	Hypertext Transfer Protocol
Hypnos	Hypnos
Hypnose	Hypnosis
Hypothalamus	Hypothalamus
Hypotese	Hypothesis
I	I
IPod	IPod
Ian Fleming	Ian Fleming
Iapetus (måne)	Iapetus (moon)
Iapetos	Iapetus (mythology)
Den Iberiske Halvø	Iberian Peninsula
Ibuprofen	Ibuprofen
Is (vand)	Ice
Istid	Ice age
Is (mad)	Ice cream
Ishockey	Ice hockey
Kategori:Ishockey	Ice hockey
Isbjerg	Iceberg
Island	Iceland
Kategori:Island	Iceland
Ikon (billede)	Icon
Idaho	Idaho
Kategori:Idaho	Idaho
Idealisme	Idealism
Identitetsmatrix	Identity matrix
Ideologi	Ideology
Ido	Ido
Iglo	Igloo
Ignatius Loyola	Ignatius of Loyola
Igor Stravinskij	Igor Stravinsky
Iguazú-vandfaldene	Iguazu Falls
Iliaden	Iliad
Illinois	Illinois
Kategori:Illinois	Illinois
Illyrien	Illyria
Scanner (computer)	Image scanner
Imam	Imam
Immanuel Kant	Immanuel Kant
Immunforsvar	Immune system
Immunologi	Immunology
Imperialisme	Imperialism
Impressionisme	Impressionism
Incest	Incest
Tomme	Inch
Incheon	Incheon
Uafhængighed (politik)	Independence
Indien	India
Kategori:Indien	India
Indiske Ocean	Indian Ocean
Indiana	Indiana
Kategori:Indiana	Indiana
Indianapolis	Indianapolis
Indira Gandhi	Indira Gandhi
Indium	Indium
Indokina	Indochina
Indonesien	Indonesia
Kategori:Indonesien	Indonesia
Indra	Indra
Induktion (metode)	Inductive reasoning
Elektrisk spole	Inductor
Aflad	Indulgence
Indianeren	Indus (constellation)
Indus	Indus River
Den industrielle revolution	Industrial Revolution
Industri	Industry
Kategori:Industri	Industry
Ulighed (matematik)	Inequality
Inerti	Inertia
Infanteri	Infantry
Infinitiv	Infinitive
Uendelig	Infinity
Betændelse	Inflammation
Inflation	Inflation
Influenza	Influenza
Information	Information
Informationsteknologi	Information technology
Infrarød stråling	Infrared
Infrastruktur	Infrastructure
Ingmar Bergman	Ingmar Bergman
Ingrid Bergman	Ingrid Bergman
Indre Mongoliet	Inner Mongolia
Innovation	Innovation
Innsbruck	Innsbruck
Uorganisk kemi	Inorganic chemistry
Kategori:Uorganisk kemi	Inorganic chemistry
Inkvisition	Inquisition
Insekt	Insect
Insekticid	Insecticide
Institution	Institution
Insulin	Insulin
Forsikring	Insurance
Heltal	Integer
Integralregning	Integral
Integreret kredsløb	Integrated circuit
Immaterialret	Intellectual property
Intelligens	Intelligence
Intelligenskvotient	Intelligence quotient
Interkontinentalt ballistisk missil	Intercontinental ballistic missile
Interferens	Interference
Udråbsord	Interjection
Det Internationale Atomenergiagentur	International Atomic Energy Agency
International Civil Aviation Organisation	International Civil Aviation Organization
Den Internationale Domstol	International Court of Justice
Datolinjen	International Date Line
International Labour Organization	International Labour Organization
Internationale Valutafond	International Monetary Fund
Système International d'Unités	International System of Units
International organisation	International organization
Internet	Internet
Kategori:Internet	Internet
Internet Explorer	Internet Explorer
Koncentrationslejr	Internment
Fortolker	Interpreter (computing)
Toneinterval	Interval (music)
Tarm (anatomi)	Intestine
Intranet	Intranet
Opfindelse	Invention
Hvirvelløse dyr	Invertebrate
Io (måne)	Io (moon)
Io (græsk mytologi)	Io (mythology)
Jod	Iodine
Ion	Ion
Ioniske Hav	Ionian Sea
Ionosfære	Ionosphere
Iota	Iota
Iowa	Iowa
Kategori:Iowa	Iowa
Iran	Iran
Kategori:Iran	Iran
Iran-Irak-krigen	Iran-Iraq War
Irak	Iraq
Kategori:Irak	Iraq
Irland (ø)	Ireland
Kategori:Irland	Ireland
Irenæus	Irenaeus
Iridium	Iridium
Regnbuehinden (iris)	Iris (anatomy)
Iris (mytologi)	Iris (mythology)
IRA	Irish Republican Army
Irske Hav	Irish Sea
Kategori:Irere	Irish people
Jern	Iron
Jernalder	Iron Age
Jerntæppet	Iron Curtain
Iron Maiden	Iron Maiden
Ironi	Irony
Irrationale tal	Irrational number
Irredentisme	Irredentism
Isaac Asimov	Isaac Asimov
Isaac Newton	Isaac Newton
Isadora Duncan	Isadora Duncan
Ismael	Ishmael
Isis	Isis
Islam	Islam
Kategori:Islam	Islam
Islamabad	Islamabad
Islamisk kalender	Islamic calendar
Ø	Island
Isle of Man	Isle of Man
Kategori:Isle of Man	Isle of Man
Isle of Wight	Isle of Wight
Isomer	Isomer
Isoroku Yamamoto	Isoroku Yamamoto
Isotop	Isotope
Israel	Israel
Kategori:Israel	Israel
Istanbul	Istanbul
Tange	Isthmus
Panamatangen	Isthmus of Panama
Apenniniske halvø	Italian Peninsula
Italien	Italy
Kategori:Italien	Italy
Ithaka	Ithaca
Ivan Lendl	Ivan Lendl
Ivan Petrovitj Pavlov	Ivan Pavlov
Ivan Turgenjev	Ivan Turgenev
Elfenben	Ivory
Ivy League	Ivy League
J	J
J.D. Salinger	J. D. Salinger
J.M. Barrie	J. M. Barrie
Jack Kerouac	Jack Kerouac
Jack London	Jack London
Jack the Ripper	Jack the Ripper
Allike	Jackdaw
Jackson Pollock	Jackson Pollock
Jacksonville	Jacksonville
Jakob (patriark)	Jacob
Jacques Cartier	Jacques Cartier
Jacques Derrida	Jacques Derrida
Jacques Offenbach	Jacques Offenbach
Jade	Jade
Jaguar (dyr)	Jaguar
Jainisme	Jainism
Jakarta	Jakarta
Jalalabad	Jalalabad
Jamaica	Jamaica
Kategori:Jamaica	Jamaica
Jakob den Ældre	James
James A. Garfield	James A. Garfield
James Bond	James Bond
James Buchanan	James Buchanan
James Clerk Maxwell	James Clerk Maxwell
James Cook	James Cook
James Franck	James Franck
James Joyce	James Joyce
James Polk	James K. Polk
James Madison	James Madison
James Monroe	James Monroe
James Naismith	James Naismith
James Prescott Joule	James Prescott Joule
James Watt	James Watt
Jan Hus	Jan Hus
Jane Austen	Jane Austen
Jane Fonda	Jane Fonda
Jane Seymour	Jane Seymour
Janis Joplin	Janis Joplin
Januar	January
1. januar	January 1
19. januar	January 19
20. januar	January 20
6. januar	January 6
Janus (måne)	Janus (moon)
Janus (gud)	Janus (mythology)
Japan	Japan
Kategori:Japan	Japan
Jason	Jason
Gulsot	Jaundice
Java (ø)	Java
Java	Java (disambiguation)
Java (programmeringssprog)	Java (programming language)
Jawaharlal Nehru	Jawaharlal Nehru
Jazz	Jazz
Kategori:Jazz	Jazz
Jean Auguste Dominique Ingres	Jean Auguste Dominique Ingres
Jean Cocteau	Jean Cocteau
Jean Piaget	Jean Piaget
Jean Sibelius	Jean Sibelius
Jean de La Fontaine	Jean de La Fontaine
Jean-Jacques Rousseau	Jean-Jacques Rousseau
Jean-Paul Sartre	Jean-Paul Sartre
Jean-Philippe Rameau	Jean-Philippe Rameau
Jeddah	Jeddah
Jefferson City	Jefferson City
Jefferson Davis	Jefferson Davis
Jehovas Vidner	Jehovah's Witnesses
Jena	Jena
Jeremy Bentham	Jeremy Bentham
Jerez de la Frontera	Jerez de la Frontera
Jeriko	Jericho
Hieronymus	Jerome
Jersey	Jersey
Jerusalem	Jerusalem
Kategori:Jerusalem	Jerusalem
Jesus fra Nazaret	Jesus
Jetmotor	Jet engine
Jøde	Jew
Jødeharpe	Jew's harp
Jihad	Jihad
Jimi Hendrix	Jimi Hendrix
Jimmy Carter	Jimmy Carter
Jeanne d'Arc	Joan of Arc
Johann Bernoulli	Johann Bernoulli
Johann Sebastian Bach	Johann Sebastian Bach
Johann Wolfgang von Goethe	Johann Wolfgang von Goethe
Johannes Brahms	Johannes Brahms
Johannes Diderik van der Waals	Johannes Diderik van der Waals
Johann Gutenberg	Johannes Gutenberg
Johannes Kepler	Johannes Kepler
Johannes V. Jensen	Johannes Vilhelm Jensen
Johannesburg	Johannesburg
John Adams	John Adams
John Cage	John Cage
Jean Calvin	John Calvin
Johannes Chrysostomos	John Chrysostom
John Dalton	John Dalton
John Dewey	John Dewey
John Herschel	John Herschel
John Lennon	John Lennon
John Locke	John Locke
John Major	John Major
John Maynard Keynes	John Maynard Keynes
John Milton	John Milton
John Quincy Adams	John Quincy Adams
John Ruskin	John Ruskin
John Steinbeck	John Steinbeck
John Stuart Mill	John Stuart Mill
John Tyler	John Tyler
John Wayne	John Wayne
John Wycliffe	John Wycliffe
Johannes Døberen	John the Baptist
John von Neumann	John von Neumann
Johnny Cash	Johnny Cash
Led (anatomi)	Joint
Jonathan Swift	Jonathan Swift
Jordan	Jordan
Kategori:Jordan	Jordan
Jordan (flod)	Jordan River
Jorge Luis Borges	Jorge Luis Borges
Joseph Conrad	Joseph Conrad
Joseph Goebbels	Joseph Goebbels
Joseph Haydn	Joseph Haydn
Joseph McCarthy	Joseph McCarthy
Joseph Priestley	Joseph Priestley
Joseph Schumpeter	Joseph Schumpeter
Joseph Smith	Joseph Smith
Josef Stalin	Joseph Stalin
Josefus	Josephus
Joule	Joule
Kategori:Journalistik	Journalism
Journalist	Journalist
Jødedom	Judaism
Kategori:Jødedom	Judaism
Judas Iskariot	Judas Iscariot
Judæa	Judea
Judo	Judo
Judy Garland	Judy Garland
Ju-jutsu	Jujutsu
Jules Verne	Jules Verne
Julianske kalender	Julian calendar
Julian den Frafaldne	Julian the Apostate
Julius Cæsar	Julius Caesar
Juli	July
1. juli	July 1
4. juli	July 4
Juni	June
14. juni	June 14
21. juni	June 21
23. juni	June 23
24. juni	June 24
29. juni	June 29
3. juni	June 3
Juneau	Juneau
Enebær	Juniper
Juno	Juno (mythology)
Jupiter (planet)	Jupiter
Kategori:Jupiter	Jupiter
Jupiter	Jupiter (disambiguation)
Jupiter (gud)	Jupiter (mythology)
Jura (geologi)	Jurassic
Justinian 1.	Justinian I
Jylland	Jutland
K	K
K2	K2
KGB	KGB
Ka'ba	Kaaba
Kabbala	Kabbalah
Kabul	Kabul
Kalahari-ørkenen	Kalahari Desert
Kamtjatka	Kamchatka Peninsula
Kamikaze	Kamikaze
Kampala	Kampala
Kandahar	Kandahar
Kænguru	Kangaroo
Kansas	Kansas
Kategori:Kansas	Kansas
Kappa	Kappa
Karahavet	Kara Sea
Karachi	Karachi
Karate	Karate
Karen Blixen	Karen Blixen
Karl Barth	Karl Barth
Karl Jaspers	Karl Jaspers
Karl Marx	Karl Marx
Karl Popper	Karl Popper
Karma	Karma
Karnataka	Karnataka
Katharine Hepburn	Katharine Hepburn
Katmandu	Kathmandu
Katowice	Katowice
Kaunas	Kaunas
Kajak	Kayak
Kasakhstan	Kazakhstan
Kategori:Kasakhstan	Kazakhstan
Kazan	Kazan
Kelvin	Kelvin
Kent	Kent
Kentucky	Kentucky
Kategori:Kentucky	Kentucky
Kenya	Kenya
Kategori:Kenya	Kenya
Kerne (styresystem)	Kernel (computer science)
Petroleum	Kerosene
Ketchup	Ketchup
Keton	Ketone
Tastatur	Keyboard (computing)
Keyboard (instrument)	Keyboard instrument
Khan	Khan
Kharkiv	Kharkiv
Khartoum	Khartoum
De Røde Khmerer	Khmer Rouge
Keops	Khufu
Kibbutz	Kibbutz
Nyre	Kidney
Kiev	Kiev
Kigali	Kigali
Kilobyte	Kilobyte
Kilogram	Kilogram
Kimono	Kimono
Børnehave	Kindergarten
Kinematik	Kinematics
Kinetisk energi	Kinetic energy
Konge (skak)	King (chess)
Kong Arthur	King Arthur
Kingston (Jamaica)	Kingston
Kinshasa	Kinshasa
Kiribati	Kiribati
Kategori:Kiribati	Kiribati
Kirkuk	Kirkuk
Kys	Kiss
Drage (snorholdt)	Kite
Kiwier	Kiwi
Knesset	Knesset
Kniv	Knife
Ridder	Knight
Springer (skak)	Knight (chess)
Knossos	Knossos
Knob (skibsterminologi)	Knot (speed)
Viden	Knowledge
Knut Hamsun	Knut Hamsun
Koala	Koala
Kobe	Kobe
Kolahalvøen	Kola Peninsula
Calcutta	Kolkata
Komodovaran	Komodo dragon
Konqueror	Konqueror
Konrad Adenauer	Konrad Adenauer
Korea	Korea
Kategori:Korea	Korea
Koreakrigen	Korean War
Kosovo	Kosovo
Kategori:Kosovo	Kosovo
Krakatau	Krakatoa
Kreml	Kremlin
Krishna	Krishna
Krypton	Krypton
Ku Klux Klan	Ku Klux Klan
Kuala Lumpur	Kuala Lumpur
Kublai Khan	Kublai Khan
Kuiperbæltet	Kuiper belt
Limequat	Kumquat
Kungfu	Kung fu (term)
Kuomintang	Kuomintang
Mtkvari	Kura River
Kurdistan	Kurdistan
Kategori:Kurdistan	Kurdistan
PKK	Kurdistan Workers Party
Kurt Vonnegut	Kurt Vonnegut
Kurt Waldheim	Kurt Waldheim
Kuwait	Kuwait
Kategori:Kuwait	Kuwait
KwaZulu-Natal	KwaZulu-Natal
Kyoto	Kyoto
Kirgisistan	Kyrgyzstan
Kategori:Kirgisistan	Kyrgyzstan
L	L
LAMP	LAMP (software bundle)
La Paz	La Paz
La Plata	La Plata
La Spezia	La Spezia
LaTeX	LaTeX
Laboratorium	Laboratory
Labour	Labour Party (UK)
Labrador retriever	Labrador Retriever
Firbenet	Lacerta
Mælkesyre	Lactic acid
Laktose	Lactose
Lady Jane Grey	Lady Jane Grey
Støttetandede	Lagomorpha
Lagos	Lagos
Lahore	Lahore
Laissez faire	Laissez-faire
Sø	Lake
Bajkalsøen	Lake Baikal
Tchad-søen	Lake Chad
Bodensøen	Lake Constance
Lake Erie	Lake Erie
Lake Eyre	Lake Eyre
Genevesøen	Lake Geneva
Lake Huron	Lake Huron
Ladoga	Lake Ladoga
Lake Nyasa	Lake Malawi
Lake Michigan	Lake Michigan
Onega	Lake Onega
Lake Ontario	Lake Ontario
Øvre sø	Lake Superior
Tanganyikasøen	Lake Tanganyika
Victoriasøen	Lake Victoria
Lakshmi	Lakshmi
Lambda (bogstav)	Lambda
Læbeblomst-familien	Lamiaceae
Lampret	Lamprey
Lancashire	Lancashire
Losseplads	Landfill
Sprog	Language
Languedoc-Roussillon	Languedoc-Roussillon
Lansing	Lansing
Lanthanider	Lanthanide
Lanthan	Lanthanum
Laos	Laos
Kategori:Laos	Laos
Laptevhavet	Laptev Sea
Bærbar computer	Laptop
Lærk	Larch
Larve	Larva
Las Vegas	Las Vegas
Lascaux-hulerne	Lascaux
Laser	Laser
Drejebænk	Lathe
Latin	Latin
Latinamerika	Latin America
Letland	Latvia
Kategori:Letland	Latvia
Latter	Laughter
Laurasien	Laurasia
Lausanne	Lausanne
Lava	Lava
Jura	Law
Kategori:Jura	Law
Kategori:Politi	Law enforcement
Lawrencium	Lawrencium
Jurist	Lawyer
Lazio	Lazio
Le Corbusier	Le Corbusier
Le Havre	Le Havre
Bly	Lead
Blad (plantedel)	Leaf
Folkeforbundet	League of Nations
Skudår	Leap year
Læring	Learning
Libanon	Lebanon
Kategori:Libanon	Lebanon
Leda	Leda (mythology)
Lee Harvey Oswald	Lee Harvey Oswald
Leeds	Leeds
Venstrehåndet	Left-handed
Sagn	Legend
Lovgivende magt	Legislature
LEGO	Lego
Leicester	Leicester
Leiden	Leiden
Leipzig	Leipzig
Citron	Lemon
Længde	Length
Optisk linse	Lens (optics)
Linser	Lentil
Løven (stjernebillede)	Leo (constellation)
Lev Trotskij	Leon Trotsky
Leonard Bernstein	Leonard Bernstein
Leonardo da Vinci	Leonardo da Vinci
Leonhard Euler	Leonhard Euler
Leonid Bresjnev	Leonid Brezhnev
Leopard	Leopard
Natsværmere og sommerfugle	Lepidoptera
Spedalskhed	Leprosy
Lepton	Lepton
Haren	Lepus (constellation)
Lesotho	Lesotho
Kategori:Lesotho	Lesotho
Små Antiller	Lesser Antilles
Leto	Leto
Bogstav	Letter (alphabet)
Leukæmi	Leukemia
Vægtstang	Lever
Livjatan (havuhyre)	Leviathan
Tredje Mosebog	Leviticus
Lewis Carroll	Lewis Carroll
Lhasa	Lhasa
Lhotse	Lhotse
Liberalisme	Liberalism
Kategori:Liberalisme	Liberalism
De Tamilske Tigre	Liberation Tigers of Tamil Eelam
Liberia	Liberia
Kategori:Liberia	Liberia
Vægten	Libra (constellation)
Bibliotek	Library
Libretto	Libretto
Libreville	Libreville
Libyen	Libya
Kategori:Libyen	Libya
Lav (symbiotisk organisme)	Lichen
Løgn	Lie
Liechtenstein	Liechtenstein
Kategori:Liechtenstein	Liechtenstein
Løjtnant	Lieutenant
Liv	Life
Kategori:Liv	Life
Lys	Light
Lysdiode	Light-emitting diode
Lysår	Light-year
Lighter	Lighter
Fyr (navigation)	Lighthouse
Lyn	Lightning
Liguria	Liguria
Lilje-familien	Liliaceae
Lilith	Lilith
Lille	Lille
Lilongwe	Lilongwe
Lima	Lima
Limerick (by)	Limerick
Grænseværdi (matematik)	Limit (mathematics)
Limousin	Limousin (region)
Lincoln (Nebraska)	Lincoln
Lincoln	Lincoln
Linje	Line (mathematics)
Lineær algebra	Linear algebra
Kategori:Lineær algebra	Linear algebra
Lingua franca	Lingua franca
Sprogforskning	Linguistics
Kategori:Sprogforskning	Linguistics
Linus Pauling	Linus Pauling
Linux	Linux
Kategori:Linux	Linux
Linz	Linz
Løve	Lion
Lipid	Lipid
Likør	Liqueur
Væske	Liquid
LCD	Liquid crystal display
Glat Lakrids	Liquorice
Lissabon	Lisbon
Lise Meitner	Lise Meitner
Lisp	Lisp (programming language)
Læsefærdighed	Literacy
Litteratur	Literature
Kategori:Litteratur	Literature
Lithium	Lithium
Litografi	Lithography
Lithosfære	Lithosphere
Litauen	Lithuania
Kategori:Litauen	Lithuania
Liter	Litre
Kirkeugle	Little Owl
Liverpool	Liverpool
Livland	Livonia
Livius	Livy
Ljubljana	Ljubljana
Låneord	Loanword
LAN	Local area network
Loch Ness	Loch Ness
Loch Ness-uhyret	Loch Ness Monster
Lokomotiv	Locomotive
Logaritme	Logarithm
Logik	Logic
Kategori:Logik	Logic
Gate (digital elektronik)	Logic gate
Logistik	Logistics
Logo	Logo
Loire (departement)	Loire
Loire	Loire River
Loke	Loki
Lolita	Lolita
Lombardiet	Lombardy
London	London
Kategori:London	London
Long Beach	Long Beach
Long Island	Long Island
Længdespring	Long jump
Skovhornugle	Long-eared Owl
Fader vor	Lord's Prayer
Lorraine	Lorraine (region)
Los Angeles	Los Angeles
Lot (departement)	Lot (department)
Højttaler	Loudspeaker
Louis Armstrong	Louis Armstrong
Louis Braille	Louis Braille
Louis Pasteur	Louis Pasteur
Ludvig den Fromme	Louis the Pious
Ludvig den Stammende	Louis the Stammerer
Louisiana	Louisiana
Kategori:Louisiana	Louisiana
Louisville	Louisville
Louvre	Louvre
Kærlighed	Love
Plattysk	Low German
Niedersachsen	Lower Saxony
Luanda	Luanda
Lublin	Lublin
Luzern	Lucerne
Luciano Pavarotti	Luciano Pavarotti
Lucifer	Lucifer
Lukrets	Lucretius
Lucrezia Borgia	Lucrezia Borgia
Ludwig Mies van der Rohe	Ludwig Mies van der Rohe
Ludwig Wittgenstein	Ludwig Wittgenstein
Ludwig van Beethoven	Ludwig van Beethoven
Luftwaffe	Luftwaffe
Luigi Galvani	Luigi Galvani
Luigi Pirandello	Luigi Pirandello
Lumen	Lumen (unit)
Luminescens	Luminescence
Måneformørkelse	Lunar eclipse
Lund (Sverige)	Lund
Lunge	Lung
Lungekræft	Lung cancer
Lungefisk	Lungfish
Ulven	Lupus (constellation)
Lusaka	Lusaka
Lusitania	Lusitania
Lut	Lute
Lutetium	Lutetium
Lutheranisme	Lutheranism
Lux	Lux
Luxembourg	Luxembourg
Kategori:Luxembourg	Luxembourg
Luxembourg (by)	Luxembourg (city)
Luxor	Luxor
Luzon	Luzon
Litchi	Lychee
Lydien	Lydia
Lymfesystem	Lymphatic system
Lossen	Lynx (constellation)
Lyon	Lyon
Lyren	Lyra
LSD	Lysergic acid diethylamide
Lysosom	Lysosome
M	M
MESSENGER (rumsonde)	MESSENGER
MS-DOS	MS-DOS
Macao	Macau
Macbeth	Macbeth
Makedonien (flertydig)	Macedonia
Makedonien (græsk region)	Macedonia (Greece)
Mach	Mach number
Maskine	Machine
Maskinkode	Machine code
Maskingevær	Machine gun
Maskinoversættelse	Machine translation
Machu Picchu	Machu Picchu
Apple Macintosh	Macintosh
Makroøkonomi	Macroeconomics
Kategori:Makroøkonomi	Macroeconomics
Madagaskar	Madagascar
Kategori:Madagaskar	Madagascar
Madeira (ø)	Madeira
Madison (Wisconsin)	Madison
Madonna	Madonna (entertainer)
Madrid	Madrid
Mafia	Mafia
Tidsskrift	Magazine
Maghreb	Maghreb
Magi	Magic (paranormal)
Magisk kvadrat	Magic square
Maginot-linjen	Maginot Line
Magma	Magma
Magna Carta	Magna Carta
Magnesium	Magnesium
Magnet	Magnet
Magnetfelt	Magnetic field
Magnetisme	Magnetism
Kategori:Magnetisme	Magnetism
Maharashtra	Maharashtra
Mahatma Gandhi	Mahatma Gandhi
Mahayana	Mahayana
Maimonides	Maimonides
Main	Main
Maine	Maine
Kategori:Maine	Maine
Mainframe	Mainframe computer
Majs	Maize
Major	Major
Dur	Major scale
Mallorca	Majorca
Makalu	Makalu
Malabo	Malabo
Storkrebs	Malacostraca
Malaria	Malaria
Kategori:Malawi	Malawi
Malayahalvøen	Malay Peninsula
Skaberaktapir	Malayan Tapir
Malaysia	Malaysia
Kategori:Malaysia	Malaysia
Malcolm X	Malcolm X
Maldiverne	Maldives
Kategori:Maldiverne	Maldives
Mali	Mali
Kategori:Mali	Mali
Gråand	Mallard
Malta	Malta
Kategori:Malta	Malta
Maltesisk (sprog)	Maltese language
Maltose	Maltose
Katost-familien	Malvaceae
Pattedyr	Mammal
Mammut	Mammoth
Management	Management
Managua	Managua
Manama	Manama
Manater	Manatee
Manchester	Manchester
Manchuriet	Manchuria
Mandala	Mandala
Mandarin (sprog)	Mandarin (linguistics)
Mandarin (frugt)	Mandarin orange
Mangan	Manganese
Mango	Mango
Manhattan	Manhattan
Manhattan Project	Manhattan Project
Manila	Manila
Manipur	Manipur
Manitoba	Manitoba
Manierisme	Mannerism
Mannheim	Mannheim
Kappe (geologi)	Mantle (geology)
Mantra	Mantra
Mantova	Mantua
Manuel de Falla	Manuel de Falla
Manuskript	Manuscript
Mao Zedong	Mao Zedong
Maoisme	Maoism
Kort (geografi)	Map
Løn-slægten	Maple
Maputo	Maputo
Maratonløb	Marathon
Marmor	Marble
Marc Chagall	Marc Chagall
Marcel Duchamp	Marcel Duchamp
Marcel Marceau	Marcel Marceau
Marcel Proust	Marcel Proust
Marts	March
17. marts	March 17
19. marts	March 19
2. marts	March 2
25. marts	March 25
Marche	Marche
Marco Polo	Marco Polo
Marcus Aurelius	Marcus Aurelius
Marcus Junius Brutus	Marcus Junius Brutus
Marcus Vipsanius Agrippa	Marcus Vipsanius Agrippa
Marduk	Marduk
Margaret Thatcher	Margaret Thatcher
Maria Callas	Maria Callas
Marie-Antoinette	Marie Antoinette
Marie Curie	Marie Curie
Mariehamn	Mariehamn
Marilyn Monroe	Marilyn Monroe
Mario Vargas Llosa	Mario Vargas Llosa
Marcus Antonius	Mark Antony
Mark Twain	Mark Twain
Markedsføring	Marketing
Kategori:Markedsføring	Marketing
Opmærkningssprog	Markup language
Marlene Dietrich	Marlene Dietrich
Markis de Sade	Marquis de Sade
Marrakech	Marrakech
Ægteskab	Marriage
Kategori:Mars	Mars
Mars	Mars (disambiguation)
Mars (gud)	Mars (mythology)
Marseille	Marseille
Marshalløerne	Marshall Islands
Kategori:Marshalløerne	Marshall Islands
Marshall-planen	Marshall Plan
Pungdyr	Marsupial
Martin Buber	Martin Buber
Martin Heidegger	Martin Heidegger
Martin Luther	Martin Luther
Martin Luther King	Martin Luther King
Martin Scorsese	Martin Scorsese
Martin Van Buren	Martin Van Buren
Martinique	Martinique
Martyr	Martyr
Marx Brothers	Marx Brothers
Marxisme	Marxism
Kategori:Marxisme	Marxism
Jomfru Maria	Mary (mother of Jesus)
Maria Magdalene	Mary Magdalene
Mary Shelley	Mary Shelley
Mary Wollstonecraft	Mary Wollstonecraft
Maryland	Maryland
Kategori:Maryland	Maryland
Maseru	Maseru
Mashhad	Mashhad
Masse (fysik)	Mass
Massachusetts	Massachusetts
Kategori:Massachusetts	Massachusetts
Massachusetts Institute of Technology	Massachusetts Institute of Technology
Onani	Masturbation
Mata Hari	Mata Hari
Tændstik	Match
Materialisme	Materialism
Bevis (matematik)	Mathematical proof
Matematik	Mathematics
Kategori:Matematik	Mathematics
Matrix	Matrix (mathematics)
Stof (fysik)	Matter
Matterhorn	Matterhorn
Mauna Kea	Mauna Kea
Mauna Loa	Mauna Loa
Skærtorsdag	Maundy Thursday
Maurice Ravel	Maurice Ravel
Mauretanien	Mauritania
Kategori:Mauretanien	Mauritania
Mauritius	Mauritius
Kategori:Mauritius	Mauritius
Max Bruch	Max Bruch
Max Planck	Max Planck
Max Weber	Max Weber
Maximian Herculius	Maximian
Maxwells ligninger	Maxwell's equations
Maj	May
1. maj	May 1
24. maj	May 24
Mayenne	Mayenne
Døgnflue	Mayfly
Mayonnaise	Mayonnaise
Borgmester	Mayor
Mbabane	Mbabane
Mccarthyisme	McCarthyism
Mjød	Mead
Mæslinger	Measles
Målteori	Measure (mathematics)
Kategori:Mål	Measurement
Kød	Meat
Mekka	Mecca
Maskiningeniør	Mechanical engineering
Kategori:Maskinarbejde	Mechanical engineering
Kategori:Mekanik	Mechanics
Mekanik	Mechanics
Medea	Medea
Median	Median
Lægemiddel	Medication
Medici	Medici
Lægevidenskab	Medicine
Kategori:Lægevidenskab	Medicine
Medina	Medina
Meditation	Meditation
Middelhavet	Mediterranean Sea
Medusa	Medusa
Surikat	Meerkat
Megabyte	Megabyte
Meiose	Meiosis
Mester Eckehart	Meister Eckhart
Meitnerium	Meitnerium
Mekong	Mekong
Mel Gibson	Mel Gibson
Melanesien	Melanesia
Melodi	Melody
Melpomene	Melpomene
Smeltning	Melting
Smeltepunkt	Melting point
Hukommelse	Memory
Memphis (Tennessee)	Memphis
Memphis (Ægypten)	Memphis
Menachem Begin	Menachem Begin
Mendelevium	Mendelevium
Menelaos	Menelaus
Meningitis	Meningitis
Taffelbjerget (stjernebillede)	Mensa (constellation)
Menstruation	Menstrual cycle
Menstruation	Menstruation
Psykisk sygdom	Mental disorder
Mynte	Mentha
Merkantilisme	Mercantilism
Lejesoldat	Mercenary
Merkur	Mercury
Kviksølv	Mercury (element)
Merkur (gud)	Mercury (mythology)
Merkur (planet)	Mercury (planet)
Meridian	Meridian (geography)
Meritokrati	Meritocracy
