English	Turkish
another	başka bir
bad	kötü
basic	temel
beautiful	güzel
best	en iyi
better	daha iyi
big	büyük
clean	temiz
cold	soğuk
correct	doğru
dark	karanlık
difficult	zor
dirty	aşağılık
fast	hızlı
good	iyi
great	büyük
great	çok iyi
happy	mutlu
healthy	sağlıklı
heavy	ağır
hot	sıcak
important	önemli
left	sol
light	hafif
little	önemsiz
near	yakın
new	yeni
nice	hoş
real	gerçek
right	sağ
sharp	keskin
similar	benzer
slow	yavaş
soft	tatlı
strong	ağır
weak	zayıf
wrong	yanlış
ago	önce
automatic	otomatik
available	hazır
bitter	keskin
boring	sıkıcı
bright	şeffaf
broken	kırık
central	ana
certain	kuşkusuz
cheap	ucuz
chemical	kimyasal
clear	açık
closed	kapalı
common	yaygın
common	ortak
complete	tam
conscious	bilinçli
cruel	acımasız
dangerous	tehlikeli
delicate	ince
deplorable	üzgün
different	farklı
different	farklı
down	alt
dry	kuru
each	her
early	hemen
easy	kolay
economic	ekonomik
economic	ekonomik
electric	elektrik
equal	eşit
even	çift
even	eşit
every	her
excellent	kusursuz
fake	yalan
far	uzak
fat	şişman
fat	büyük
few	az
final	kesin
financial	mali
firm	sert
flat	düz
following	ertesi
foreign	yabancı
former	geçmiş
fragile	nazik
free	ücretsiz
fresh	taze
full	dolu
full	toplam
general	genel
industrial	sanayi ile ilgili
interesting	ilginç
last	son
late	geç
legal	yasal
liquid	sıvı
local	yerel
loud	yüksek
low	alçak
lucky	şanslı
main	başlıca
major	büyük
many	çok
metal	metalik
military	askeriye
modern	modern
more	daha
much	çok
narrow	dar
national	ulusal
natural	doğal
necessary	gerekli
next	bitişik
no	numara
normal	normal
opposite	öbür
original	eski
other	başka
own	kendi
parallel	paralel
particular	özel
past	geçen
personal	kişisel
physical	fizikî
political	politik
poor	yoksul
possible	mümkün
present	hazır
previous	bir önceki
private	özel
probable	mümkün
professional	meslekî
public	umumî
quiet	sessiz
ready	hazır
recent	geçen
regular	düzenli
responsible	sorumlu
rigid	katı
rough	kaba
round	yuvarlak
safe	emniyetli
same	aynı
second	ikinci
secret	gizli
separate	ayrı
serious	ciddî
set	belirli
several	birkaç
short	kısa
silent	sessiz
simple	kolay
single	tek
small	küçük
smooth	pürüzsüz
solid	katı
sparse	seyrek
special	özel
specific	belirli
square	dört köşeli
squeamish	nazik
standard	standart
sticky	yapışkan
straight	düz
strange	garip
stylish	şık
sudden	anî
sweet	tatlı
tall	uzun boylu
thick	koyu
thin	zayıf
tight	dar
true	doğru
ugly	çirkin
under	altında
usual	yaygın
various	çeşitli
warm	ılık
wet	ıslak
whole	bütün
wide	geniş