English	French
anyone	quiconque
anything	n'importe quoi
everybody	tout le monde
everything	tout
he	lui
her	son
herself	se
him	lui
himself	se
his	son
it	ça
me	me
my	mon
our	notre
she	elle
that	ce
their	leur
them	les
these	ces
they	ils
this	cette
those	ces
us	nous
we	nous
what	ce
when	quand
which	quel
which	quel
who	qui
whom	que
whose	de qui
you	tu, vous
your	tes
yourself	te